pokedex_number,name,japanese_name,type1,type2,classfication,height_m,weight_kg,generation,is_legendary,attack,defense,hp,speed,sp_attack,sp_defense,base_total,capture_rate,experience_growth,percentage_male,base_happiness,base_egg_steps,against_bug,against_dark,against_dragon,against_electric,against_fairy,against_fight,against_fire,against_flying,against_ghost,against_grass,against_ground,against_ice,against_normal,against_poison,against_psychic,against_rock,against_steel,against_water
354,Banette,Juppetaジュペッタ,ghost,NA,Marionette Pokémon,1.1,12.5,3,0,165,75,64,75,93,83,555,45,800000,50,35,6400,0.5,2,1,1,1,0,1,1,2,1,1,1,0,0.5,1,1,1,1
355,Duskull,Yomawaruヨマワル,ghost,NA,Requiem Pokémon,0.8,15,3,0,40,90,20,25,30,90,295,190,800000,50,35,6400,0.5,2,1,1,1,0,1,1,2,1,1,1,0,0.5,1,1,1,1
356,Dusclops,Samayouruサマヨール,ghost,NA,Beckon Pokémon,1.6,30.6,3,0,70,130,40,25,60,130,455,90,800000,50,35,6400,0.5,2,1,1,1,0,1,1,2,1,1,1,0,0.5,1,1,1,1
357,Tropius,Tropiusトロピウス,grass,flying,Fruit Pokémon,2,100,3,0,68,83,99,51,72,87,460,200,1250000,50,70,6400,1,1,1,1,1,0.5,2,2,1,0.25,0,4,1,2,1,2,1,0.5
358,Chimecho,Chireanチリーン,psychic,NA,Wind Chime Pokémon,0.6,1,3,0,50,80,75,65,95,90,455,45,800000,50,70,6400,2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1
359,Absol,Absolアブソル,dark,NA,Disaster Pokémon,1.2,47,3,0,150,60,65,115,115,60,565,30,1059860,50,35,6400,2,0.5,1,1,2,2,1,1,0.5,1,1,1,1,1,0,1,1,1
360,Wynaut,Sohnanoソーナノ,psychic,NA,Bright Pokémon,0.6,14,3,0,23,48,95,23,23,48,260,125,1000000,50,70,5120,2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1
361,Snorunt,Yukiwarashiユキワラシ,ice,NA,Snow Hat Pokémon,0.7,16.8,3,0,50,50,50,50,50,50,300,190,1000000,50,70,5120,1,1,1,1,1,2,2,1,1,1,1,0.5,1,1,1,2,2,1
362,Glalie,Onigohriオニゴーリ,ice,NA,Face Pokémon,1.5,256.5,3,0,120,80,80,100,120,80,580,75,1000000,50,70,5120,1,1,1,1,1,2,2,1,1,1,1,0.5,1,1,1,2,2,1
363,Spheal,Tamazarashiタマザラシ,ice,water,Clap Pokémon,0.8,39.5,3,0,40,50,70,25,55,50,290,255,1059860,50,70,5120,1,1,1,2,1,2,1,1,1,2,1,0.25,1,1,1,2,1,0.5
364,Sealeo,Todogglerトドグラー,ice,water,Ball Roll Pokémon,1.1,87.6,3,0,60,70,90,45,75,70,410,120,1059860,50,70,5120,1,1,1,2,1,2,1,1,1,2,1,0.25,1,1,1,2,1,0.5
365,Walrein,Todoserugaトドゼルガ,ice,water,Ice Break Pokémon,1.4,150.6,3,0,80,90,110,65,95,90,530,45,1059860,50,70,5120,1,1,1,2,1,2,1,1,1,2,1,0.25,1,1,1,2,1,0.5
366,Clamperl,Pearluluパールル,water,NA,Bivalve Pokémon,0.4,52.5,3,0,64,85,35,32,74,55,345,255,600000,50,70,5120,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5
367,Huntail,Huntailハンテール,water,NA,Deep Sea Pokémon,1.7,27,3,0,104,105,55,52,94,75,485,60,600000,50,70,5120,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5
368,Gorebyss,Sakurabyssサクラビス,water,NA,South Sea Pokémon,1.8,22.6,3,0,84,105,55,52,114,75,485,60,600000,50,70,5120,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5
369,Relicanth,Glanthジーランス,water,rock,Longevity Pokémon,1,23.4,3,0,90,130,100,55,45,65,485,25,1250000,88.1,70,10240,1,1,1,2,1,2,0.25,0.5,1,4,2,0.5,0.5,0.5,1,1,1,1
370,Luvdisc,Lovecusラブカス,water,NA,Rendezvous Pokémon,0.6,8.7,3,0,30,55,43,97,40,65,330,225,800000,24.6,70,5120,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5
371,Bagon,Tatsubayタツベイ,dragon,NA,Rock Head Pokémon,0.6,42.1,3,0,75,60,45,50,40,30,300,45,1250000,50,35,10240,1,1,2,0.5,2,1,0.5,1,1,0.5,1,2,1,1,1,1,1,0.5
372,Shelgon,Komoruuコモルー,dragon,NA,Endurance Pokémon,1.1,110.5,3,0,95,100,65,50,60,50,420,45,1250000,50,35,10240,1,1,2,0.5,2,1,0.5,1,1,0.5,1,2,1,1,1,1,1,0.5
373,Salamence,Bohmanderボーマンダ,dragon,flying,Dragon Pokémon,1.5,102.6,3,0,145,130,95,120,120,90,700,45,1250000,50,35,10240,0.5,1,2,1,2,0.5,0.5,1,1,0.25,0,4,1,1,1,2,1,0.5
374,Beldum,Dumbberダンバル,steel,psychic,Iron Ball Pokémon,0.6,95.2,3,0,55,80,40,30,35,60,300,3,1250000,NA,35,10240,1,2,0.5,1,0.5,1,2,0.5,2,0.5,2,0.5,0.5,0,0.25,0.5,0.5,1
375,Metang,Metangメタング,steel,psychic,Iron Claw Pokémon,1.2,202.5,3,0,75,100,60,50,55,80,420,3,1250000,NA,35,10240,1,2,0.5,1,0.5,1,2,0.5,2,0.5,2,0.5,0.5,0,0.25,0.5,0.5,1
376,Metagross,Metagrossメタグロス,steel,psychic,Iron Leg Pokémon,1.6,550,3,0,145,150,80,110,105,110,700,3,1250000,NA,35,10240,1,2,0.5,1,0.5,1,2,0.5,2,0.5,2,0.5,0.5,0,0.25,0.5,0.5,1
377,Regirock,Regirockレジロック,rock,NA,Rock Peak Pokémon,1.7,230,3,1,100,200,80,50,50,100,580,3,1250000,NA,35,20480,1,1,1,1,1,2,0.5,0.5,1,2,2,1,0.5,0.5,1,1,2,2
378,Regice,Regiceレジアイス,ice,NA,Iceberg Pokémon,1.8,175,3,1,50,100,80,50,100,200,580,3,1250000,NA,35,20480,1,1,1,1,1,2,2,1,1,1,1,0.5,1,1,1,2,2,1
379,Registeel,Registeelレジスチル,steel,NA,Iron Pokémon,1.9,205,3,1,75,150,80,50,75,150,580,3,1250000,NA,35,20480,0.5,1,0.5,1,0.5,2,2,0.5,1,0.5,2,0.5,0.5,0,0.5,0.5,0.5,1
380,Latias,Latiasラティアス,dragon,psychic,Eon Pokémon,1.4,40,3,1,100,120,80,110,140,150,700,3,1250000,0,90,30720,2,2,2,0.5,2,0.5,0.5,1,2,0.5,1,2,1,1,0.5,1,1,0.5
381,Latios,Latiosラティオス,dragon,psychic,Eon Pokémon,2,60,3,1,130,100,80,110,160,120,700,3,1250000,100,90,30720,2,2,2,0.5,2,0.5,0.5,1,2,0.5,1,2,1,1,0.5,1,1,0.5
382,Kyogre,Kyogreカイオーガ,water,NA,Sea Basin Pokémon,4.5,352,3,1,150,90,100,90,180,160,770,3,1250000,NA,0,30720,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5
383,Groudon,Groudonグラードン,ground,NA,Continent Pokémon,3.5,950,3,1,180,160,100,90,150,90,770,3,1250000,NA,0,30720,1,1,1,0,1,1,1,1,1,2,1,2,1,0.5,1,0.5,1,2
384,Rayquaza,Rayquazaレックウザ,dragon,flying,Sky High Pokémon,7,206.5,3,1,180,100,105,115,180,100,780,45,1250000,NA,0,30720,0.5,1,2,1,2,0.5,0.5,1,1,0.25,0,4,1,1,1,2,1,0.5
385,Jirachi,Jirachiジラーチ,steel,psychic,Wish Pokémon,0.3,1.1,3,1,100,100,100,100,100,100,600,3,1250000,NA,100,30720,1,2,0.5,1,0.5,1,2,0.5,2,0.5,2,0.5,0.5,0,0.25,0.5,0.5,1
386,Deoxys,Deoxysデオキシス,psychic,NA,DNA Pokémon,1.7,60.8,3,1,95,90,50,180,95,90,600,3,1250000,NA,0,30720,2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1
387,Turtwig,Naetleナエトル,grass,NA,Tiny Leaf Pokémon,0.4,10.2,4,0,68,64,55,31,45,55,318,45,1059860,88.1,70,5120,2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5
388,Grotle,Hayashigameハヤシガメ,grass,NA,Grove Pokémon,1.1,97,4,0,89,85,75,36,55,65,405,45,1059860,88.1,70,5120,2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5
389,Torterra,Dodaitoseドダイトス,grass,ground,Continent Pokémon,2.2,310,4,0,109,105,95,56,75,85,525,45,1059860,88.1,70,5120,2,1,1,0,1,1,2,2,1,1,0.5,4,1,1,1,0.5,1,1
390,Chimchar,Hikozaruヒコザル,fire,NA,Chimp Pokémon,0.5,6.2,4,0,58,44,44,61,58,44,309,45,1059860,88.1,70,5120,0.5,1,1,1,0.5,1,0.5,1,1,0.5,2,0.5,1,1,1,2,0.5,2
391,Monferno,Moukazaruモウカザル,fire,fighting,Playful Pokémon,0.9,22,4,0,78,52,64,81,78,52,405,45,1059860,88.1,70,5120,0.25,0.5,1,1,1,1,0.5,2,1,0.5,2,0.5,1,1,2,1,0.5,2
392,Infernape,Goukazaruゴウカザル,fire,fighting,Flame Pokémon,1.2,55,4,0,104,71,76,108,104,71,534,45,1059860,88.1,70,5120,0.25,0.5,1,1,1,1,0.5,2,1,0.5,2,0.5,1,1,2,1,0.5,2
393,Piplup,Pochamaポッチャマ,water,NA,Penguin Pokémon,0.4,5.2,4,0,51,53,53,40,61,56,314,45,1059860,88.1,70,5120,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5
394,Prinplup,Pottaishiポッタイシ,water,NA,Penguin Pokémon,0.8,23,4,0,66,68,64,50,81,76,405,45,1059860,88.1,70,5120,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5
395,Empoleon,Emperteエンペルト,water,steel,Emperor Pokémon,1.7,84.5,4,0,86,88,84,60,111,101,530,45,1059860,88.1,70,5120,0.5,1,0.5,2,0.5,2,1,0.5,1,1,2,0.25,0.5,0,0.5,0.5,0.25,0.5
396,Starly,Mukkuruムックル,normal,flying,Starling Pokémon,0.3,2,4,0,55,30,40,60,30,30,245,255,1059860,50,70,3840,0.5,1,1,2,1,1,1,1,0,0.5,0,2,1,1,1,2,1,1
397,Staravia,Mukubirdムクバード,normal,flying,Starling Pokémon,0.6,15.5,4,0,75,50,55,80,40,40,340,120,1059860,50,70,3840,0.5,1,1,2,1,1,1,1,0,0.5,0,2,1,1,1,2,1,1
398,Staraptor,Mukuhawkムクホーク,normal,flying,Predator Pokémon,1.2,24.9,4,0,120,70,85,100,50,60,485,45,1059860,50,70,3840,0.5,1,1,2,1,1,1,1,0,0.5,0,2,1,1,1,2,1,1
399,Bidoof,Bippaビッパ,normal,NA,Plump Mouse Pokémon,0.5,20,4,0,45,40,59,31,35,40,250,255,1000000,50,70,3840,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1
400,Bibarel,Beadaruビーダル,normal,water,Beaver Pokémon,1,31.5,4,0,85,60,79,71,55,60,410,127,1000000,50,70,3840,1,1,1,2,1,2,0.5,1,0,2,1,0.5,1,1,1,1,0.5,0.5
401,Kricketot,Korobohshiコロボーシ,bug,NA,Cricket Pokémon,0.3,2.2,4,0,25,41,37,25,25,41,194,255,1059860,50,70,3840,1,1,1,1,1,0.5,2,2,1,0.5,0.5,1,1,1,1,2,1,1
402,Kricketune,Korotockコロトック,bug,NA,Cricket Pokémon,1,25.5,4,0,85,51,77,65,55,51,384,45,1059860,50,70,3840,1,1,1,1,1,0.5,2,2,1,0.5,0.5,1,1,1,1,2,1,1
403,Shinx,Kolinkコリンク,electric,NA,Flash Pokémon,0.5,9.5,4,0,65,34,45,45,40,34,263,235,1059860,50,70,5120,1,1,1,0.5,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1
404,Luxio,Luxioルクシオ,electric,NA,Spark Pokémon,0.9,30.5,4,0,85,49,60,60,60,49,363,120,1059860,50,100,5120,1,1,1,0.5,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1
405,Luxray,Rentorarレントラー,electric,NA,Gleam Eyes Pokémon,1.4,42,4,0,120,79,80,70,95,79,523,45,1059860,50,70,5120,1,1,1,0.5,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1
406,Budew,Subomieスボミー,grass,poison,Bud Pokémon,0.2,1.2,4,0,30,35,40,55,50,70,280,255,1059860,50,70,5120,1,1,1,0.5,0.5,0.5,2,2,1,0.25,1,2,1,1,2,1,1,0.5
407,Roserade,Roseradeロズレイド,grass,poison,Bouquet Pokémon,0.9,14.5,4,0,70,65,60,90,125,105,515,75,1059860,50,70,5120,1,1,1,0.5,0.5,0.5,2,2,1,0.25,1,2,1,1,2,1,1,0.5
408,Cranidos,Zugaidosズガイドス,rock,NA,Head Butt Pokémon,0.9,31.5,4,0,125,40,67,58,30,30,350,45,600000,88.1,70,7680,1,1,1,1,1,2,0.5,0.5,1,2,2,1,0.5,0.5,1,1,2,2
409,Rampardos,Rampaldラムパルド,rock,NA,Head Butt Pokémon,1.6,102.5,4,0,165,60,97,58,65,50,495,45,600000,88.1,70,7680,1,1,1,1,1,2,0.5,0.5,1,2,2,1,0.5,0.5,1,1,2,2
410,Shieldon,Tatetopsタテトプス,rock,steel,Shield Pokémon,0.5,57,4,0,42,118,30,30,42,88,350,45,600000,88.1,70,7680,0.5,1,0.5,1,0.5,4,1,0.25,1,1,4,0.5,0.25,0,0.5,0.5,1,2
411,Bastiodon,Toridepsトリデプス,rock,steel,Shield Pokémon,1.3,149.5,4,0,52,168,60,30,47,138,495,45,600000,88.1,70,7680,0.5,1,0.5,1,0.5,4,1,0.25,1,1,4,0.5,0.25,0,0.5,0.5,1,2
412,Burmy,Minomucchiミノムッチ,bug,NA,Bagworm Pokémon,0.2,3.4,4,0,29,45,40,36,29,45,224,120,1000000,50,70,3840,1,1,1,1,1,0.5,2,2,1,0.5,0.5,1,1,1,1,2,1,1
413,Wormadam,Minomadam (kusaki No Mino)ミノマダム,bug,grass,Bagworm Pokémon,0.5,6.5,4,0,69,95,60,36,69,95,424,45,1000000,0,70,3840,2,1,1,0.5,1,0.5,4,4,1,0.25,0.25,2,1,2,1,2,1,0.5
414,Mothim,Gamaleガーメイル,bug,flying,Moth Pokémon,0.9,23.3,4,0,94,50,70,66,94,50,424,45,1000000,100,70,3840,0.5,1,1,2,1,0.25,2,2,1,0.25,0,2,1,1,1,4,1,1
415,Combee,Mitsuhoneyミツハニー,bug,flying,Tiny Bee Pokémon,0.3,5.5,4,0,30,42,30,70,30,42,244,120,1059860,88.1,70,3840,0.5,1,1,2,1,0.25,2,2,1,0.25,0,2,1,1,1,4,1,1
416,Vespiquen,Beequenビークイン,bug,flying,Beehive Pokémon,1.2,38.5,4,0,80,102,70,40,80,102,474,45,1059860,0,70,3840,0.5,1,1,2,1,0.25,2,2,1,0.25,0,2,1,1,1,4,1,1
417,Pachirisu,Pachirisuパチリス,electric,NA,EleSquirrel Pokémon,0.4,3.9,4,0,45,70,60,95,45,90,405,200,1000000,50,100,2560,1,1,1,0.5,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1
418,Buizel,Buoyselブイゼル,water,NA,Sea Weasel Pokémon,0.7,29.5,4,0,65,35,55,85,60,30,330,190,1000000,50,70,5120,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5
419,Floatzel,Floazelフローゼル,water,NA,Sea Weasel Pokémon,1.1,33.5,4,0,105,55,85,115,85,50,495,75,1000000,50,70,5120,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5
420,Cherubi,Cherinboチェリンボ,grass,NA,Cherry Pokémon,0.4,3.3,4,0,35,45,45,35,62,53,275,190,1000000,50,70,5120,2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5
421,Cherrim,Cherrimチェリム,grass,NA,Blossom Pokémon,0.5,9.3,4,0,60,70,70,85,87,78,450,75,1000000,50,70,5120,2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5
422,Shellos,Karanakushiカラナクシ,water,NA,Sea Slug Pokémon,0.3,6.3,4,0,48,48,76,34,57,62,325,190,1000000,50,70,5120,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5
423,Gastrodon,Tritodonトリトドン,water,ground,Sea Slug Pokémon,0.9,29.9,4,0,83,68,111,39,92,82,475,75,1000000,50,70,5120,1,1,1,0,1,1,0.5,1,1,4,1,1,1,0.5,1,0.5,0.5,1
424,Ambipom,Etebothエテボース,normal,NA,Long Tail Pokémon,1.2,20.3,4,0,100,66,75,115,60,66,482,45,800000,50,100,5120,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1
425,Drifloon,Fuwanteフワンテ,ghost,flying,Balloon Pokémon,0.4,1.2,4,0,50,34,90,70,60,44,348,125,1640000,50,70,7680,0.25,2,1,2,1,0,1,1,2,0.5,0,2,0,0.5,1,2,1,1
426,Drifblim,Fuwarideフワライド,ghost,flying,Blimp Pokémon,1.2,15,4,0,80,44,150,80,90,54,498,60,1640000,50,70,7680,0.25,2,1,2,1,0,1,1,2,0.5,0,2,0,0.5,1,2,1,1
427,Buneary,Mimirolミミロル,normal,NA,Rabbit Pokémon,0.4,5.5,4,0,66,44,55,85,44,56,350,190,1000000,50,0,5120,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1
428,Lopunny,Mimilopミミロップ,normal,NA,Rabbit Pokémon,1.2,33.3,4,0,136,94,65,135,54,96,580,60,1000000,50,140,5120,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1
429,Mismagius,Mumargiムウマージ,ghost,NA,Magical Pokémon,0.9,4.4,4,0,60,60,60,105,105,105,495,45,800000,50,35,6400,0.5,2,1,1,1,0,1,1,2,1,1,1,0,0.5,1,1,1,1
430,Honchkrow,Dongkarasuドンカラス,dark,flying,Big Boss Pokémon,0.9,27.3,4,0,125,52,100,71,105,52,505,30,1059860,50,35,5120,1,0.5,1,2,2,1,1,1,0.5,0.5,0,2,1,1,0,2,1,1
431,Glameow,Nyarmarニャルマー,normal,NA,Catty Pokémon,0.5,3.9,4,0,55,42,49,85,42,37,310,190,800000,24.6,70,5120,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1
432,Purugly,Bunyattoブニャット,normal,NA,Tiger Cat Pokémon,1,43.8,4,0,82,64,71,112,64,59,452,75,800000,24.6,70,5120,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1
433,Chingling,Lisyanリーシャン,psychic,NA,Bell Pokémon,0.2,0.6,4,0,30,50,45,45,65,50,285,120,800000,50,70,6400,2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1
434,Stunky,Skunpuuスカンプー,poison,dark,Skunk Pokémon,0.4,19.2,4,0,63,47,63,74,41,41,329,225,1000000,50,70,5120,1,0.5,1,1,1,1,1,1,0.5,0.5,2,1,1,0.5,0,1,1,1
435,Skuntank,Skutankスカタンク,poison,dark,Skunk Pokémon,1,38,4,0,93,67,103,84,71,61,479,60,1000000,50,70,5120,1,0.5,1,1,1,1,1,1,0.5,0.5,2,1,1,0.5,0,1,1,1
436,Bronzor,Dohmirrorドーミラー,steel,psychic,Bronze Pokémon,0.5,60.5,4,0,24,86,57,23,24,86,300,255,1000000,NA,70,5120,1,2,0.5,1,0.5,1,2,0.5,2,0.5,2,0.5,0.5,0,0.25,0.5,0.5,1
437,Bronzong,Dohtakunドータクン,steel,psychic,Bronze Bell Pokémon,1.3,187,4,0,89,116,67,33,79,116,500,90,1000000,NA,70,5120,1,2,0.5,1,0.5,1,2,0.5,2,0.5,2,0.5,0.5,0,0.25,0.5,0.5,1
438,Bonsly,Usohachiウソハチ,rock,NA,Bonsai Pokémon,0.5,15,4,0,80,95,50,10,10,45,290,255,1000000,50,70,5120,1,1,1,1,1,2,0.5,0.5,1,2,2,1,0.5,0.5,1,1,2,2
439,Mime Jr.,Maneneマネネ,psychic,fairy,Mime Pokémon,0.6,13,4,0,25,45,20,60,70,90,310,145,1000000,50,70,6400,1,1,0,1,1,0.25,1,1,2,1,1,1,1,2,0.5,1,2,1
440,Happiny,Pinpukuピンプク,normal,NA,Playhouse Pokémon,0.6,24.4,4,0,5,5,100,30,15,65,220,130,800000,0,140,10240,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1
441,Chatot,Perapペラップ,normal,flying,Music Note Pokémon,0.5,1.9,4,0,65,45,76,91,92,42,411,30,1059860,50,35,5120,0.5,1,1,2,1,1,1,1,0,0.5,0,2,1,1,1,2,1,1
442,Spiritomb,Mikarugeミカルゲ,ghost,dark,Forbidden Pokémon,1,108,4,0,92,108,50,35,92,108,485,100,1000000,50,70,7680,1,1,1,1,2,0,1,1,1,1,1,1,0,0.5,0,1,1,1
443,Gible,Fukamaruフカマル,dragon,ground,Land Shark Pokémon,0.7,20.5,4,0,70,45,58,42,40,45,300,45,1250000,50,70,10240,1,1,2,0,2,1,0.5,1,1,1,1,4,1,0.5,1,0.5,1,1
444,Gabite,Gabiteガバイト,dragon,ground,Cave Pokémon,1.4,56,4,0,90,65,68,82,50,55,410,45,1250000,50,70,10240,1,1,2,0,2,1,0.5,1,1,1,1,4,1,0.5,1,0.5,1,1
445,Garchomp,Gaburiasガブリアス,dragon,ground,Mach Pokémon,1.9,95,4,0,170,115,108,92,120,95,700,45,1250000,50,70,10240,1,1,2,0,2,1,0.5,1,1,1,1,4,1,0.5,1,0.5,1,1
446,Munchlax,Gonbeゴンベ,normal,NA,Big Eater Pokémon,0.6,105,4,0,85,40,135,5,40,85,390,50,1250000,88.1,70,10240,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1
447,Riolu,Rioluリオル,fighting,NA,Emanation Pokémon,0.7,20.2,4,0,70,40,40,60,35,40,285,75,1059860,88.1,70,6400,0.5,0.5,1,1,2,1,1,2,1,1,1,1,1,1,2,0.5,1,1
448,Lucario,Lucarioルカリオ,fighting,steel,Aura Pokémon,1.2,54,4,0,145,88,70,112,140,70,625,45,1059860,88.1,70,6400,0.25,0.5,0.5,1,1,2,2,1,1,0.5,2,0.5,0.5,0,1,0.25,0.5,1
449,Hippopotas,Hippopotasヒポポタス,ground,NA,Hippo Pokémon,0.8,49.5,4,0,72,78,68,32,38,42,330,140,1250000,50,70,7680,1,1,1,0,1,1,1,1,1,2,1,2,1,0.5,1,0.5,1,2
450,Hippowdon,Kabaldonカバルドン,ground,NA,Heavyweight Pokémon,2,300,4,0,112,118,108,47,68,72,525,60,1250000,50,70,7680,1,1,1,0,1,1,1,1,1,2,1,2,1,0.5,1,0.5,1,2
451,Skorupi,Scorupiスコルピ,poison,bug,Scorpion Pokémon,0.8,12,4,0,50,90,40,65,30,55,330,120,1250000,50,70,5120,0.5,1,1,1,0.5,0.25,2,2,1,0.25,1,1,1,0.5,2,2,1,1
452,Drapion,Dorapionドラピオン,poison,dark,Ogre Scorp Pokémon,1.3,61.5,4,0,90,110,70,95,60,75,500,45,1250000,50,70,5120,1,0.5,1,1,1,1,1,1,0.5,0.5,2,1,1,0.5,0,1,1,1
453,Croagunk,Gureggruグレッグル,poison,fighting,Toxic Mouth Pokémon,0.7,23,4,0,61,40,48,50,61,40,300,140,1000000,50,100,2560,0.25,0.5,1,1,1,0.5,1,2,1,0.5,2,1,1,0.5,4,0.5,1,1
454,Toxicroak,Dokurogドクロッグ,poison,fighting,Toxic Mouth Pokémon,1.3,44.4,4,0,106,65,83,85,86,65,490,75,1000000,50,70,5120,0.25,0.5,1,1,1,0.5,1,2,1,0.5,2,1,1,0.5,4,0.5,1,1
455,Carnivine,Muskippaマスキッパ,grass,NA,Bug Catcher Pokémon,1.4,27,4,0,100,72,74,46,90,72,454,200,1250000,50,70,6400,2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5
456,Finneon,Keikouoケイコウオ,water,NA,Wing Fish Pokémon,0.4,7,4,0,49,56,49,66,49,61,330,190,600000,50,70,5120,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5
457,Lumineon,Neolantネオラント,water,NA,Neon Pokémon,1.2,24,4,0,69,76,69,91,69,86,460,75,600000,50,70,5120,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5
458,Mantyke,Tamantaタマンタ,water,flying,Kite Pokémon,1,65,4,0,20,50,45,50,60,120,345,25,1250000,50,70,6400,0.5,1,1,4,1,0.5,0.5,1,1,1,0,1,1,1,1,2,0.5,0.5
459,Snover,Yukikaburiユキカブリ,grass,ice,Frosted Tree Pokémon,1,50.5,4,0,62,50,60,40,62,60,334,120,1250000,50,70,5120,2,1,1,0.5,1,2,4,2,1,0.5,0.5,1,1,2,1,2,2,0.5
460,Abomasnow,Yukinoohユキノオー,grass,ice,Frosted Tree Pokémon,2.2,135.5,4,0,132,105,90,30,132,105,594,60,1250000,50,70,5120,2,1,1,0.5,1,2,4,2,1,0.5,0.5,1,1,2,1,2,2,0.5
461,Weavile,Manyulaマニューラ,dark,ice,Sharp Claw Pokémon,1.1,34,4,0,120,65,70,125,45,85,510,45,1059860,50,35,5120,2,0.5,1,1,2,4,2,1,0.5,1,1,0.5,1,1,0,2,2,1
462,Magnezone,Jibacoilジバコイル,electric,steel,Magnet Area Pokémon,1.2,180,4,0,70,115,70,60,130,90,535,30,1000000,NA,70,5120,0.5,1,0.5,0.5,0.5,2,2,0.25,1,0.5,4,0.5,0.5,0,0.5,0.5,0.25,1
463,Lickilicky,Berobeltベロベルト,normal,NA,Licking Pokémon,1.7,140,4,0,85,95,110,50,80,95,515,30,1000000,50,70,5120,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1
464,Rhyperior,Dosidonドサイドン,ground,rock,Drill Pokémon,2.4,282.8,4,0,140,130,115,40,55,55,535,30,1250000,50,70,5120,1,1,1,0,1,2,0.5,0.5,1,4,2,2,0.5,0.25,1,0.5,2,4
465,Tangrowth,Mojumboモジャンボ,grass,NA,Vine Pokémon,2,128.6,4,0,100,125,100,50,110,50,535,30,1000000,50,70,5120,2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5
466,Electivire,Elekibleエレキブル,electric,NA,Thunderbolt Pokémon,1.8,138.6,4,0,123,67,75,95,95,85,540,30,1000000,75.4,70,6400,1,1,1,0.5,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1
467,Magmortar,Booburnブーバーン,fire,NA,Blast Pokémon,1.6,68,4,0,95,67,75,83,125,95,540,30,1000000,75.4,70,6400,0.5,1,1,1,0.5,1,0.5,1,1,0.5,2,0.5,1,1,1,2,0.5,2
468,Togekiss,Togekissトゲキッス,fairy,flying,Jubilee Pokémon,1.5,38,4,0,50,95,85,80,120,115,545,30,800000,88.1,70,2560,0.25,0.5,0,2,1,0.25,1,1,1,0.5,0,2,1,2,1,2,2,1
469,Yanmega,Megayanmaメガヤンマ,bug,flying,Ogre Darner Pokémon,1.9,51.5,4,0,76,86,86,95,116,56,515,30,1000000,50,70,5120,0.5,1,1,2,1,0.25,2,2,1,0.25,0,2,1,1,1,4,1,1
470,Leafeon,Leafiaリーフィア,grass,NA,Verdant Pokémon,1,25.5,4,0,110,130,65,95,60,65,525,45,1000000,88.1,35,8960,2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5
